index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-1-0,vm4,0.0,0.7970000000204891,0.785705,0.0
1,task-1-1,vm4,0.001002,0.7970000000204891,0.789704,0.0
2,task-1-2,vm4,0.001002,9.561999999976251,9.560609,0.0
3,task-1-3,vm4,0.001002,0.7970000000204891,0.785705,0.0
4,task-1-4,vm2,0.001002,0.7970000000204891,0.788705,0.0
5,task-1-5,vm2,0.001002,0.8119999999762513,0.814703,0.0
6,task-1-6,vm1,0.001002,0.8119999999762513,0.814703,0.0
7,task-10-7,vm4,0.001002,6.39100000000326,6.384843,0.0
8,task-1-8,vm3,0.001002,0.7970000000204891,0.785705,0.0
9,task-1-9,vm3,0.001002,0.8119999999762513,0.814703,0.0
10,task-1-10,vm3,0.001002,0.8119999999762513,0.813705,0.0
11,task-1-11,vm3,0.002,0.8119999999762513,0.814703,0.0
12,task-1-12,vm3,0.785705,0.5309999999590218,1.323848,0.7970000000204891
13,task-1-13,vm3,0.813705,0.6410000000032596,1.444343,0.8119999999762513
14,task-1-14,vm2,0.788705,0.7649999999557622,1.559899,0.7970000000204891
15,task-1-15,vm3,0.814703,0.7660000000032596,1.5739,0.8119999999762513
16,task-1-16,vm3,0.815702,0.875,1.698521,0.8279999999795109
17,task-1-17,vm3,1.323848,0.5310000000172295,1.854921,1.327999999979511
18,task-1-18,vm2,0.815702,1.0310000000172295,1.854921,0.8279999999795109
19,task-1-19,vm3,1.444343,0.5160000000032596,1.967954,1.452999999979511
20,task-1-20,vm3,1.5739,0.5470000000204891,2.125476,1.577999999979511
21,task-1-21,vm2,1.559899,0.4690000000409782,2.02996,1.5619999999762513
22,task-1-22,vm3,1.698521,0.48399999999674037,2.176651,1.702999999979511
23,task-1-23,vm3,1.854921,0.5,2.352813,1.8589999999967404
24,task-1-24,vm3,1.967954,0.7179999999934807,2.686505,1.9689999999827705
25,task-1-25,vm3,2.125476,1.0939999999827705,3.216469,2.125
26,task-8-26,vm2,1.854921,14.438000000023749,16.290592,1.8589999999967404
27,task-4-27,vm3,2.176651,2.75,4.932957,2.1869999999762513
28,task-1-28,vm2,2.02996,14.530999999959022,16.560508,2.0310000000172295
29,task-1-29,vm4,0.002,9.59399999998277,9.580605,0.0
30,task-1-30,vm2,16.290592,0.46899999998277053,16.759833,16.29700000002049
31,task-1-31,vm3,2.352813,2.8439999999827705,5.197,2.3589999999967404
32,task-1-32,vm3,2.686505,2.5160000000032596,5.203998,2.6869999999762513
33,task-1-33,vm2,16.561532,0.4220000000204891,16.986524,16.56199999997625
34,task-6-34,vm2,16.759833,8.061999999976251,24.820448,16.76600000000326
35,task-1-35,vm3,3.216469,2.125,5.335516,3.2189999999827705
36,task-5-36,vm4,0.002,9.422000000020489,9.41498,0.0
37,task-1-37,vm2,16.986524,8.077999999979511,25.051903,16.98399999999674
38,task-1-38,vm3,4.932957,0.5320000000065193,5.459749,4.936999999976251
39,task-1-39,vm3,5.197997,0.5160000000032596,5.719795,5.202999999979511
40,task-1-40,vm2,24.821457,0.4690000000409782,25.290695,24.82799999997951
41,task-1-41,vm2,25.051903,0.45400000002700835,25.505831,25.06199999997625
42,task-1-42,vm3,5.203998,0.40600000001722947,5.598282,5.202999999979511
43,task-1-43,vm2,25.290695,0.4529999999795109,25.752279,25.29700000002049
44,task-1-44,vm3,5.335516,0.5,5.845415,5.3439999999827705
45,task-1-45,vm3,5.459749,0.5,5.967451,5.4689999999827705
46,task-1-46,vm2,25.505831,0.4529999999795109,25.968996,25.51600000000326
47,task-5-47,vm4,0.002,7.9060000000172295,7.898643,0.0
48,task-1-48,vm2,25.752279,0.4529999999795109,26.202526,25.75
49,task-1-49,vm3,5.598282,0.5630000000237487,6.158794,5.60899999999674
50,task-1-50,vm2,25.968996,0.46799999999348074,26.427039,25.96899999998277
51,task-1-51,vm3,5.719795,0.5470000000204891,6.257215,5.7189999999827705
52,task-1-52,vm2,26.202526,0.4690000000409782,26.661063,26.20299999997951
53,task-1-53,vm3,5.845415,0.5150000000139698,6.357843,5.8439999999827705
54,task-1-54,vm2,26.427039,0.45400000002700835,26.887983,26.43699999997625
55,task-1-55,vm3,5.967451,0.5150000000139698,6.480021,5.9689999999827705
56,task-9-56,vm4,0.785705,16.56199999997625,17.355223,0.7970000000204891
57,task-1-57,vm2,26.661063,0.48399999999674037,27.158193,26.67200000002049
58,task-1-58,vm2,26.887983,0.48399999999674037,27.370321,26.89100000000326
59,task-1-59,vm3,6.158794,0.4369999999762513,6.596622,6.172000000020489
60,task-1-60,vm3,6.257215,0.5,6.756846,6.26600000000326
61,task-1-61,vm3,6.357843,0.5160000000032596,6.865472,6.35899999999674
62,task-1-62,vm3,6.480021,0.5,6.975689,6.48399999999674
63,task-1-63,vm3,6.596622,0.5,7.110286,6.60899999999674
64,task-1-64,vm3,6.756846,0.48399999999674037,7.23696,6.76600000000326
65,task-1-65,vm2,27.158193,0.43799999996554106,27.580993,27.15600000001723
66,task-1-66,vm2,27.370321,0.4369999999762513,27.809902,27.375
67,task-2-67,vm1,0.815702,2.5630000000237487,3.383573,0.8279999999795109
68,task-1-68,vm2,27.580993,0.45300000003771856,28.041313,27.59399999998277
69,task-1-69,vm3,6.865472,0.48399999999674037,7.354698,6.875
70,task-1-70,vm2,27.809902,0.4690000000409782,28.279249,27.81199999997625
71,task-1-71,vm3,6.975689,0.5160000000032596,7.491882,6.98399999999674
72,task-1-72,vm2,28.041313,0.46899999998277053,28.506876,28.04700000002049
73,task-2-73,vm1,3.383573,2.3119999999762513,5.691797,3.3910000000032596
74,task-1-74,vm3,7.110286,0.5320000000065193,7.631832,7.10899999999674
75,task-1-75,vm3,7.23696,0.5,7.750015,7.25
76,task-1-76,vm3,7.354698,0.5160000000032596,7.865642,7.35899999999674
77,task-7-77,vm4,0.785705,11.73399999999674,12.519322,0.7970000000204891
78,task-2-78,vm3,7.491882,0.8279999999795109,8.321503,7.5
79,task-1-79,vm2,28.279249,0.46899999998277053,28.740034,28.28100000001723
80,task-1-80,vm2,28.506876,0.46799999999348074,28.982575,28.51600000000326
81,task-1-81,vm3,7.631832,0.8279999999795109,8.459989,7.64100000000326
82,task-1-82,vm3,7.750015,0.8439999999827705,8.587412,7.75
83,task-1-83,vm3,7.865642,0.8439999999827705,8.719009,7.875
84,task-1-84,vm2,28.740034,0.46899999998277053,29.20861,28.75
85,task-1-85,vm2,28.982575,0.4529999999795109,29.425631,28.98399999999674
86,task-1-86,vm3,8.321503,0.5160000000032596,8.842616,8.327999999979511
87,task-1-87,vm3,8.459989,0.5,8.962323,8.46899999998277
88,task-1-88,vm2,29.20861,0.45300000003771856,29.662658,29.21899999998277
89,task-1-89,vm2,29.425631,0.45400000002700835,29.877705,29.43699999997625
90,task-1-90,vm3,8.587412,0.5150000000139698,9.109954,8.59399999998277
91,task-3-91,vm1,5.691797,4.51600000000326,10.207858,5.702999999979511
92,task-1-92,vm3,8.720009,0.5,9.212931,8.71899999998277
93,task-1-93,vm3,8.842616,0.5310000000172295,9.365057,8.84399999998277
94,task-4-94,vm2,29.662658,3.639999999955762,33.307409,29.67200000002049
