index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-6-0,vm2,0.0,8.937000000005355,8.934976,0.0
1,task-5-1,vm1,0.001,11.09299999999348,11.095244,0.0
2,task-8-2,vm4,0.001,8.937000000005355,8.935974,0.0
3,task-2-3,vm4,0.001505,5.25,5.256575,0.0
4,task-10-4,vm3,0.001505,16.57799999997951,16.583935,0.0
5,task-3-5,vm2,0.001505,10.98399999999674,10.986281,0.0
6,task-4-6,vm1,11.095244,6.937999999994645,18.027053,11.09299999999348
7,task-4-7,vm4,0.001505,21.062000000005355,21.064118,0.0
8,task-7-8,vm1,18.027053,21.203000000008615,39.235943,18.030999999988126
9,task-3-9,vm2,8.934976,5.046999999991385,13.979883,8.937000000005355
10,task-9-10,vm4,0.001505,5.062000000005355,5.060674,0.0
11,task-1-11,vm4,0.003523,5.062000000005355,5.061651,0.0
12,task-7-12,vm3,0.003523,5.655999999988126,5.652226,0.0
13,task-9-13,vm2,10.987296,20.796999999991385,31.775948,10.98399999999674
14,task-1-14,vm3,0.003523,5.73399999999674,5.739101,0.0
15,task-8-15,vm4,0.003523,14.671999999991385,14.679511,0.0
16,task-2-16,vm2,13.979883,18.828000000008615,32.808428,13.98399999999674
17,task-5-17,vm1,39.235943,10.780999999988126,50.023043,39.23399999999674
18,task-6-18,vm4,0.003523,10.98399999999674,10.985279,0.0
19,task-10-19,vm4,0.003523,20.389999999984866,20.389212,0.0
20,task-6-20,vm4,5.061651,18.296999999991385,23.352974,5.062000000005355
21,task-5-21,vm4,5.062722,19.59399999998277,24.655036,5.062000000005355
22,task-8-22,vm3,0.003523,23.312000000005355,23.309035,0.0
23,task-2-23,vm4,5.256575,19.530999999988126,24.774544,5.25
24,task-10-24,vm4,8.935974,21.671999999991385,30.61331,8.937000000005355
25,task-3-25,vm4,10.985279,20.35899999999674,31.352371,10.98399999999674
26,task-4-26,vm3,5.652226,19.094000000011874,24.747411,5.655999999988126
27,task-4-27,vm4,14.679511,17.312000000005355,31.988689,14.671999999991385
28,task-7-28,vm4,20.389212,14.344000000011874,34.732157,20.389999999984866
29,task-3-29,vm3,5.739101,19.96899999998277,25.707765,5.73399999999674
30,task-9-30,vm3,16.583935,17.64000000001397,34.220004,16.57799999997951
31,task-1-31,vm4,21.064118,13.796999999991385,34.863732,21.062000000005355
32,task-7-32,vm3,23.309035,16.20299999997951,39.520298,23.312000000005355
33,task-9-33,vm3,24.747411,23.530999999988126,48.288728,24.75
34,task-1-34,vm2,31.775948,1.187000000005355,32.977276,31.780999999988126
35,task-8-35,vm4,23.352974,14.96899999998277,38.322747,23.35899999999674
36,task-2-36,vm2,32.809424,1.187999999994645,34.007612,32.812000000005355
37,task-5-37,vm4,24.655036,15.078000000008615,39.732709,24.655999999988126
38,task-6-38,vm4,24.774544,16.90600000001723,41.68506,24.780999999988126
39,task-2-39,vm2,32.977276,2.375,35.352102,32.96799999999348
40,task-3-40,vm3,25.707765,23.344000000011874,49.04301,25.70299999997951
41,task-4-41,vm4,30.61331,12.09399999998277,42.697391,30.60899999999674
42,task-5-42,vm4,31.352371,12.703999999997905,44.048336,31.34299999999348
43,task-6-43,vm4,31.988689,14.125,46.115786,31.98399999999674
44,task-1-44,vm2,34.007612,1.5469999999913853,35.553786,34.0
45,task-3-45,vm4,34.732157,12.0,46.732891,34.73399999999674
46,task-4-46,vm4,34.863732,13.34399999998277,48.200704,34.85899999999674
47,task-9-47,vm2,35.352102,18.546999999991385,53.89411,35.34299999999348
48,task-6-48,vm4,38.322747,11.437000000005355,49.771589,38.32799999997951
49,task-7-49,vm4,39.732709,12.59399999998277,52.330772,39.73399999999674
