index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-10-0,vm4,0.0,6.10899999999674,6.106302,0.0
1,task-1-1,vm1,0.0,2.4689999999827705,2.463937,0.0
2,task-10-2,vm3,0.0,11.921999999962281,11.927381,0.0
3,task-1-3,vm2,0.0,0.375,0.380734,0.0
4,task-10-4,vm3,0.0,34.98399999999674,34.985689,0.0
5,task-1-5,vm2,0.001,0.5939999999827705,0.593648,0.0
6,task-1-6,vm1,2.463937,1.2179999999934807,3.69066,2.4689999999827705
7,task-10-7,vm2,0.380734,21.780999999959022,22.154352,0.375
8,task-1-8,vm1,3.69066,1.672000000020489,5.359001,3.6869999999762513
9,task-10-9,vm4,0.001,12.35899999999674,12.356041,0.0
10,task-1-10,vm2,0.594649,21.78100000001723,22.370226,0.5939999999827705
11,task-10-11,vm3,0.001,23.389999999955762,23.383899,0.0
12,task-1-12,vm3,0.001,0.2649999999557622,0.266731,0.0
13,task-10-13,vm4,0.001,18.0,18.004987,0.0
14,task-1-14,vm2,22.154352,0.4380000000237487,22.601953,22.155999999959022
15,task-1-15,vm2,22.370226,0.4529999999795109,22.822604,22.375
16,task-10-16,vm2,22.601953,21.84299999999348,44.441567,22.59399999998277
17,task-10-17,vm4,0.002541,23.96899999998277,23.975971,0.0
18,task-1-18,vm1,5.359001,0.625,5.989957,5.35899999999674
19,task-10-19,vm4,0.002541,42.03099999995902,42.025016,0.0
20,task-1-20,vm3,0.266731,34.875,35.134493,0.2649999999557622
21,task-1-21,vm3,11.927381,23.31200000003446,35.240339,11.921999999962281
22,task-10-22,vm4,0.002541,30.014999999955762,30.020859,0.0
23,task-10-23,vm3,23.383899,23.25,46.641183,23.389999999955762
24,task-1-24,vm3,34.985689,11.780999999959022,46.772701,34.98399999999674
25,task-10-25,vm4,0.002541,48.04699999996228,48.040717,0.0
26,task-1-26,vm1,5.989957,1.562999999965541,7.547053,5.98399999999674
27,task-10-27,vm1,7.547053,-1.0,38.591358,7.546999999962281
28,task-10-28,vm4,0.002541,36.06199999997625,36.063227,0.0
29,task-10-29,vm4,6.106302,47.96899999998277,54.08611,6.10899999999674
