index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-6-0,vm3,0.0,14.10999999998603,14.105279,0.0
1,task-5-1,vm3,0.001,2.875,2.869465,0.0
2,task-8-2,vm4,0.001,4.438000000023749,4.443621,0.0
3,task-2-3,vm2,0.001,1.297000000020489,1.297863,0.0
4,task-10-4,vm4,0.001,15.96899999998277,15.966742,0.0
5,task-3-5,vm2,0.001,3.172000000020489,3.167005,0.0
6,task-4-6,vm2,1.297863,5.702999999979511,6.996477,1.297000000020489
7,task-4-7,vm3,0.001,4.60999999998603,4.610636,0.0
8,task-7-8,vm3,0.001,9.922000000020489,9.921342,0.0
9,task-3-9,vm1,0.003997,4.8439999999827705,4.841035,0.0
10,task-9-10,vm4,0.004999,9.10999999998603,9.116512,0.0
11,task-1-11,vm1,4.842034,0.5780000000377186,5.422726,4.8439999999827705
12,task-7-12,vm2,3.167005,14.09399999998277,17.260569,3.172000000020489
13,task-9-13,vm4,0.004999,20.17200000002049,20.167255,0.0
14,task-1-14,vm4,0.004999,28.14100000000326,28.142006,0.0
15,task-8-15,vm4,0.004999,23.93800000002375,23.945744,0.0
16,task-2-16,vm2,6.996477,11.125,18.129639,7.0
17,task-5-17,vm1,5.422726,12.030999999959022,17.450288,5.422000000020489
18,task-6-18,vm3,2.869465,14.98499999998603,17.857253,2.875
19,task-10-19,vm4,0.005999,33.98499999998603,33.980166,0.0
20,task-6-20,vm2,17.260569,8.98399999999674,26.24487,17.26600000000326
21,task-5-21,vm3,4.610636,16.03100000001723,20.636479,4.60999999998603
22,task-8-22,vm4,0.005999,28.14100000000326,28.142006,0.0
23,task-2-23,vm2,18.129639,8.875,27.008071,18.125
24,task-10-24,vm4,4.443621,35.38999999995576,39.822417,4.438000000023749
25,task-3-25,vm1,17.450288,4.454000000027008,21.908919,17.45299999997951
26,task-4-26,vm3,9.921342,12.48499999998603,22.407389,9.922000000020489
27,task-4-27,vm2,26.24487,4.297000000020489,30.550153,26.25
28,task-7-28,vm4,9.116512,33.65600000001723,42.769692,9.10999999998603
29,task-3-29,vm3,14.105279,9.812000000034459,23.918943,14.10999999998603
30,task-9-30,vm3,17.857253,14.59299999999348,32.46045,17.85999999998603
31,task-1-31,vm2,27.008071,3.7820000000065193,30.783095,27.0
32,task-7-32,vm2,30.550153,11.01600000000326,41.555371,30.54700000002049
33,task-9-33,vm4,15.966742,31.65600000001723,47.629905,15.96899999998277
34,task-1-34,vm1,21.908919,0.5929999999934807,22.503441,21.90700000000652
35,task-8-35,vm3,20.636479,19.15600000001723,39.791216,20.64100000000326
36,task-2-36,vm2,30.783095,11.811999999976251,42.599607,30.78200000000652
37,task-5-37,vm2,41.555371,6.7189999999827705,48.279892,41.56300000002375
38,task-6-38,vm3,22.407389,21.125,43.534383,22.40700000000652
39,task-2-39,vm2,42.599607,6.73399999999674,49.328362,42.59399999998277
40,task-3-40,vm2,48.280895,2.9060000000172295,51.186721,48.28200000000652
41,task-4-41,vm3,23.918943,21.5,45.421491,23.92200000002049
42,task-5-42,vm1,22.503441,12.077999999979511,34.579743,22.5
43,task-6-43,vm1,34.579743,17.26600000000326,51.84745,34.57799999997951
44,task-1-44,vm2,49.328362,2.0790000000270084,51.413937,49.32799999997951
45,task-3-45,vm1,51.84745,5.203000000037719,57.052355,51.84399999998277
46,task-4-46,vm3,32.461458,14.969000000040978,47.422386,32.45299999997951
47,task-9-47,vm4,20.167255,32.29699999996228,52.475832,20.17200000002049
48,task-6-48,vm3,39.791216,11.827999999979511,51.630064,39.79700000002049
49,task-7-49,vm4,23.945744,31.5,55.43509,23.93800000002375
