index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-6-0,vm2,0.0,8.107326299999954,8.107319,6.399999961104186e-06
1,task-5-1,vm3,0.000368,2.992415899999969,2.992779,3.099999958067201e-06
2,task-8-2,vm3,0.000496,22.398147199999926,22.398641,1.8999999156221747e-06
3,task-2-3,vm1,0.000601,1.8591370000000325,1.859736,1.8000000636675395e-06
4,task-10-4,vm4,0.000701,18.551465399999984,18.552162,2.000000108637323e-06
5,task-3-5,vm1,1.859754,3.8793494999999893,5.739099,1.858957499999974
6,task-4-6,vm3,0.00081,15.480020400000058,15.480826,1.500000053056283e-06
7,task-4-7,vm2,0.00091,11.563230299999987,11.564136,1.6000000186977559e-06
8,task-7-8,vm4,0.001006,12.918922800000018,12.919925,1.3999999737279722e-06
9,task-3-9,vm1,5.739131,3.9046805000000404,9.643807,5.7380324999999175
10,task-9-10,vm4,0.001103,10.151371100000006,10.15247,1.6000000186977559e-06
11,task-1-11,vm2,8.107355,3.690431500000045,11.797781,8.106145900000001
12,task-7-12,vm2,11.564166,10.92477150000002,22.488933,11.562952300000006
13,task-9-13,vm4,0.001217,23.068517699999916,23.069731,1.2000000424450263e-06
14,task-1-14,vm2,11.797813,10.901393900000016,22.699204,11.796498799999995
15,task-8-15,vm4,0.001318,3.697966899999983,3.69928,1.500000053056283e-06
16,task-2-16,vm1,9.643841,1.8250968999999486,11.468934,9.642424900000037
17,task-5-17,vm1,11.468962,10.891417600000068,22.360376,11.467542900000012
18,task-6-18,vm4,0.001422,5.642162600000006,5.643581,1.40000008741481e-06
19,task-10-19,vm3,0.001541,13.707053000000087,13.70859,1.9999999949504854e-06
